counter,stat_type,pearson,pearson_p,spearman,spearman_p
atu_cache_evictions,mean,-0.3322734210635142,0.0006450731257580754,-0.22588068985376664,0.022444802151051282
atu_cache_hit_base_page_size_0,mean,0.00934908606755317,0.9256974308125845,0.40991003726300673,1.882025718283991e-05
atu_cache_hit_derivative1_page_size_0,mean,-0.04167696809107806,0.6774759173798811,-0.13429949505515945,0.17838407664223532
lpe_net_match_priority_0,mean,0.4633893338747896,9.364234713530129e-07,0.42592351753736196,8.078789982529108e-06
lpe_net_match_overflow_0,mean,-0.46375471991447637,9.157713694899684e-07,-0.4247360772627805,8.614458245088126e-06
lpe_net_match_request_0,mean,0.23717405377461812,0.016387378145595106,0.647341547404312,1.9538893152802685e-13
lpe_rndzv_puts_0,mean,-0.04259576387408841,0.6707731263989262,-0.14505681628531697,0.14576554939684497
lpe_rndzv_puts_offloaded_0,mean,-0.044798771058808876,0.6548073356747454,-0.23383107367544853,0.018012365348634013
hni_rx_paused_0,mean,-0.07516343922819184,0.4527605247923299,-0.3481292161197844,0.0003365126038811735
hni_rx_paused_1,mean,-0.22558056318914055,0.022628976199591633,-0.2431481868917903,0.013797745388030523
hni_tx_paused_1,mean,0.02899952032474297,0.7723273045730437,-0.07414716343136313,0.45891128337029696
parbs_tarb_pi_posted_pkts,mean,-0.49132628798651995,1.576112146328641e-07,0.4611509123499443,1.0729058555455342e-06
parbs_tarb_pi_posted_blocked_cnt,mean,-0.2891255359772064,0.003206088339499479,-0.4948742161480568,1.2424937491996497e-07
parbs_tarb_pi_non_posted_pkts,mean,-0.5462504024871637,2.8758437188469006e-09,0.20570423689998923,0.038065994991167945
parbs_tarb_pi_non_posted_blocked_cnt,mean,-0.3548041499721707,0.0002532262064173235,-0.002561478306597079,0.9796155740403312
rh:sct_timeouts,mean,-0.10536039503873466,0.2919240913990914,0.057729693261974524,0.5643877031262309
rh:spt_timeouts,mean,-0.07661342685056376,0.4440647644314785,0.09080638306547596,0.3640506122898358
rh:nacks,mean,-0.00043481876011809695,0.9965393213349822,0.1139809839911674,0.25400060453481305
rh:pkts_cancelled_o,mean,-0.11309771156500553,0.25772311464108666,-0.04028605889640545,0.6876707486677234
rh:sct_in_use,mean,-0.061134464135749286,0.5416037318767047,-0.10535678388736672,0.2919407238863617
rh:nack_no_matching_conn,mean,0.022799652417829712,0.8200685241407257,0.14362815011592717,0.14981813804806648
rh:nack_no_target_trs,mean,-0.0023248664409059316,0.9814981986822476,0.11287406969255141,0.25867152576577884
rh:nack_sequence_error,mean,-0.0023248664409059316,0.9814981986822476,0.11287406969255141,0.25867152576577884
rh:tct_timeouts,mean,0.009847935727280183,0.9217450125265476,0.2200267665799619,0.0262778732903444
parbs_tarb_pi_non_posted_cong_rate,mean,-0.3494378086735424,0.0003184235662192001,-0.0017924693668681547,0.9857346216300682
parbs_tarb_pi_posted_cong_rate,mean,-0.2103761209520334,0.03381076064710105,-0.5264940543169109,1.3182793620809803e-08
