username,correlation,max
user_rkang35,0.4758116247415442,4.0
user_jyc,0.4459894725142871,5.0
user_cxl,0.4042790664634648,32.0
user_prajeet,0.38543976902953503,40.0
user_lqx,0.3822908518791357,170.0
user_kibaekk,0.3629453654746322,40.0
user_khamkins,0.36294536547463213,4.0
user_runze,0.36294536547463213,4.0
user_mihelog,0.36294536547463213,16.0
user_msoe,0.36294536547463213,64.0
user_joaobiu,0.36294536547463213,8.0
user_etrommer,0.34348458075500504,5.0
user_jyli,0.3360699111720097,4.0
user_pandeyh,0.3140411968619673,10.0
user_yzhu4,0.3112936873491027,24.0
user_luboyi,0.29830690401821364,8.0
user_clarkse,0.29377223792303486,6.0
user_ejohnson,0.29021473781541807,24.0
user_ssaha26,0.2870623219849516,172.0
avg_group_ratio,0.28344965280605444,0.6106770833333334
user_uscms,-0.2809715822461176,520.0
max_group_ratio,0.27543907483383395,0.8984375
user_elbouha,0.27376884393015394,16.0
user_yixuans,0.2716156417470501,10.0
user_ebelli,0.26996850042357723,216.0
user_akhin,0.26658876051074126,20.0
user_tlinker,-0.26156567165727096,24.0
user_tianshuw,0.2586861195006853,30.0
user_sang,0.25824046466958667,3.0
user_jameswu,0.25623024838384584,24.0
user_jiangxc6,0.2560355002258847,8.0
user_gmurtas,0.2558436834812191,16.0
user_pasumart,0.25452697358753984,8.0
user_qiji,-0.25102475059069285,4.0
user_lpl0807,0.2497046955230432,4.0
user_zespinos,0.24651969611176566,24.0
user_npi2,0.24329365138204836,64.0
user_yyx5048,-0.24151941535919438,36.0
user_marcoacc,0.240247974672576,8.0
user_mgt16,0.2389436221467413,100.0
user_varunshr,-0.23885919968322467,4.0
user_liangy12,0.23836620665900846,63.0
user_matveev,0.23440386946449251,45.0
user_smeinel,-0.23403465361178938,528.0
user_tjs,0.23268766907242952,80.0
user_jweber,0.22930231476698332,448.0
user_nmarshak,0.22919837537245424,8.0
user_zengsy,0.228449209006147,12.0
user_dcharlto,0.2284492090061469,512.0
user_kgreif,0.22682013953877936,10.0
min_group_ratio,0.22436866661179816,0.40625
user_rsivara,-0.22410973144646262,20.0
user_ryne,0.22310246209716195,192.0
user_tang31,0.22116854756422338,16.0
user_kell,-0.21993808008977656,8.0
user_parulrr,-0.21984976898594452,6.0
user_balewski,-0.21950496284576873,24.0
user_peltekis,0.21906603314856066,250.0
user_iyadornl,0.2189869136878665,12.0
user_biboyd,0.21817308208092684,8.0
user_aflorio,-0.2173327548507999,8.0
concurrent_nodes_in_same_group,0.21681763823419298,952.0
user_oync520,-0.21587242746622823,12.0
user_jseo,-0.21291450716045357,16.0
user_ishan_a,0.21204267974063065,8.0
user_jdk7,0.20887338995804364,2.0
user_ebotica,0.2077351309598443,12.0
user_nmandell,-0.20667811343212908,30.0
user_heejoon,0.20607768202797042,2.0
user_yueiwei,0.20607768202797042,8.0
user_kagarcia,0.20607768202797042,16.0
user_apike,-0.20471841991591785,32.0
user_wfshan,-0.20317304669789038,2.0
user_avr,0.2020380981468792,8.0
user_jiayihua,-0.20169907349768734,64.0
user_akshukla,-0.20140505955972646,16.0
user_bwh,-0.2011067103635773,32.0
user_atran,0.20050980777181768,20.0
user_sgkim,0.1997909787231605,32.0
user_baodi,-0.19924704924881262,13.0
user_ktangtar,0.19923165933621664,160.0
user_chenbo,-0.19750389122323486,64.0
user_sypeng,0.1958286303689608,396.0
user_olajideb,0.19552331654526114,412.0
user_mds,0.19438553690923896,16.0
user_huawei7,-0.19345888340496556,2.0
user_sougata,-0.19045569945025612,4.0
user_nirsun77,0.19044709731910064,12.0
user_mitn,-0.1901044260051089,48.0
user_camora,-0.18969029141067043,10.0
user_ranluo,0.1894985569027727,58.0
user_enchao,-0.18857331361423868,432.0
user_paccini,0.1878743088087128,8.0
user_ash,-0.18778451638322932,8.0
user_hftom,0.18608115604958408,10.0
user_jgrabo,-0.18479324256960555,4.0
user_ianw,-0.18362047769774129,8.0
user_jbub,-0.18356570495604319,12.0
user_fatimae,-0.182828158582258,12.0
user_sanando,0.18249520404957698,2.0
user_luwshin,0.1816563612580569,2.0
user_yli697,0.18123982269984407,2.0
user_eghdami,0.18123982269984407,32.0
user_ldhough,0.18123982269984407,4.0
user_bfield,0.18123982269984407,2.0
user_fengc,0.18123982269984407,2.0
user_yong,0.18123982269984393,12.0
user_cliu6,-0.1807861240713455,2.0
user_pvahmani,0.17850453399705493,16.0
user_sazonovg,-0.17797458738539018,24.0
user_vijayp,0.1778611703707999,256.0
user_s059k400,-0.177157503455201,3.0
user_nickpant,0.17667184773616404,12.0
user_vadimr,0.17648368457585542,512.0
user_bsiddani,0.1764836845758554,3.0
user_jywu,0.17646289644259705,60.0
user_bqzhao,-0.1763834822091128,20.0
user_heehaw,0.17526439764563656,4.0
user_brownlbl,-0.17517521163810895,10.0
user_jinyun,-0.17517521163810895,10.0
user_flordm,-0.17517521163810892,2.0
user_schen24,-0.174840220326147,80.0
user_edubroff,-0.17407709060438986,64.0
user_yohann,-0.17398647280985352,12.0
user_dgupta,0.1735486508033684,7.0
user_h6mao,0.17301798090041762,34.0
user_yifeiluo,0.1723929172747904,16.0
user_srvenkat,0.1720763229308726,128.0
user_kwang98,0.17143232245559892,8.0
user_jwl50,-0.17043918584423312,8.0
user_mvansch,0.16981775659997472,24.0
user_skw,-0.1690989393985849,256.0
user_smanna,0.16826266359190414,1200.0
user_e3smtest,0.1680970381357633,136.0
user_xlliu9,-0.1678081883249986,16.0
user_vyzhang,-0.16705107212161124,24.0
user_facosta,0.16693657344152565,64.0
user_raydiab,0.16693657344152565,32.0
user_buvani,0.16680252854910627,2.0
user_schmittj,0.1664267633588816,2.0
user_santiago,0.1664267633588816,8.0
user_zsordo,0.16642676335888157,3.0
user_astrozhc,0.1664267633588815,72.0
user_zhao,-0.1663352331221945,8.0
user_ioannis,0.16602996136160098,64.0
user_alfonsoc,0.1653975509669085,4.0
user_tliang7,0.16499386945249062,18.0
user_abhiagr,-0.16462945270170337,600.0
user_yshaidu,-0.16431466573997788,88.0
user_nthoward,-0.1642251834234987,48.0
user_namili,-0.16385452635995953,16.0
user_debm286,-0.16364559597765024,16.0
user_lees17,0.16325080321435467,128.0
user_terzani,-0.16310372201485782,50.0
user_wenhaw4,0.162824105807369,36.0
user_eperez20,-0.16240123688901748,32.0
user_dlstefan,-0.1623075580347366,100.0
user_xpsqq,-0.16073283358003745,48.0
user_rym,0.1605875466915813,64.0
user_kkarl3,-0.16044808489068657,17.0
user_cwhicker,-0.1602511080034011,30.0
user_slaricch,-0.15993877987740365,80.0
user_jinchen,0.15923518716332444,120.0
user_kkchandr,0.15910953951700532,18.0
user_mahletm,-0.15826033981482224,24.0
user_wjz8597,-0.157241714465903,24.0
user_esuchyta,-0.15660282013084126,8.0
user_root,-0.15631488208494432,14.0
user_mcerruti,-0.15631488208494432,512.0
user_bessho,-0.15631488208494432,8.0
user_singhdev,-0.15631488208494432,4.0
user_ekarentz,-0.15631488208494432,4.0
user_samolyuk,-0.15631488208494432,8.0
user_dbrooks,-0.15631488208494432,8.0
user_mtrask,-0.15631488208494426,26.0
user_zhaoming,-0.15631488208494423,18.0
user_xqslac,-0.155661715080327,2.0
user_zelinka1,0.15484777831635635,48.0
user_ogaruba,0.15416161482897153,63.0
user_halbuhai,0.153724861423707,96.0
user_hhllbao,-0.1535951342342804,22.0
user_exg5366,-0.15359513423428037,4.0
user_joroman,-0.15359513423428037,2.0
user_aknpy2,-0.15358536087419772,6.0
user_luke0818,0.15326873862647675,4.0
user_mahf708,0.15265149670373745,512.0
user_hsinyu,0.15265149670373745,32.0
user_kilin,-0.15253552860902203,50.0
user_mattlong,-0.15214703766119916,280.0
user_smitha20,-0.15189877947077743,30.0
user_mjgerard,-0.15123968377650243,384.0
user_mcarlson,-0.15043878071253533,4.0
user_pxu,-0.1504387807125353,28.0
user_steven,0.15014463852182083,256.0
user_spasmann,0.14991048064005538,64.0
user_emberson,-0.1492990633560814,96.0
user_zcecjhw,-0.14912833048476784,16.0
user_dingl1,0.14864591757628315,16.0
user_amccoy,0.14789014624182975,570.0
user_strived,0.14720754356005022,50.0
user_jpierce,0.1471921937730537,96.0
user_gacarlso,0.14706792342474473,12.0
user_eay,-0.1469382023423729,12.0
user_hatj,-0.14655413836672412,48.0
user_cliao25,-0.14625543111646033,44.0
user_bfennig,0.1457228379347558,4.0
user_aup1075,0.1453052944035494,64.0
user_doronwu,0.14512372004585292,8.0
user_jlab,-0.1450864823883261,198.0
user_whannah,0.14484591313291184,75.0
user_haiyue,-0.14470536509675733,72.0
user_anabi,-0.1445729400854568,40.0
user_jqh6202,-0.14407123009817044,10.0
user_ezc,0.142859357699081,15.0
user_galitsk,0.14246588843754313,12.0
user_abpark,-0.1422208777038139,25.0
user_sshu3,-0.14177369132836448,12.0
user_filip902,-0.14159669566224267,16.0
user_jsimoni,-0.14076971658314177,4.0
user_hamzahsp,-0.14069861049757182,8.0
user_qinkunli,-0.14033885691743284,16.0
user_xl108,0.14002300441653878,8.0
user_frpaschk,0.13923895057443422,128.0
user_gphun,-0.13912885343268266,6.0
user_adingram,-0.13871980338580445,6.0
user_beydoun,0.13833990959756398,128.0
